InvoiceNo,CustomerID,InvoiceDate,Quantity,UnitPrice,Country,Product,TotalAmount
814635,78926,2023-07-27,5,1602.333624524028,UAE,T-shirt,8011.66812262014
636226,15997,2023-05-17,6,819.8118677047815,USA,Bags,4918.8712062286895
453824,65506,2023-07-03,8,1009.8215574105603,India,Shoes,8078.572459284483
104000,88229,2023-03-17,5,1767.268626055927,India,Shoes,8836.343130279634
825948,59815,2023-10-14,1,855.1768196989658,India,Perfume,855.1768196989658
987474,52092,2023-05-22,5,1098.1128196628072,UK,T-shirt,5490.564098314036
455754,72539,2023-08-25,3,146.13434169788138,India,Shoes,438.40302509364415
351492,76077,2023-01-25,4,54.57757404153365,UAE,Perfume,218.3102961661346
990123,31817,2023-10-17,8,527.3597523533655,UK,Bags,4218.878018826924
599522,47861,2023-03-08,7,1377.1370311915962,USA,Perfume,9639.959218341173
591072,23428,2023-09-07,5,286.46654205031655,UAE,T-shirt,1432.3327102515827
138304,53934,2023-04-28,2,271.8358196688714,UK,Perfume,543.6716393377428
604999,20258,2023-03-14,6,851.3731856700114,India,Shoes,5108.239114020068
431593,67775,2023-10-09,6,1313.2822252860417,USA,Shoes,7879.693351716251
707274,91580,2023-12-26,6,1438.5403848834644,India,Watch,8631.242309300786
251836,15469,2023-01-10,9,397.9788144918308,UAE,Perfume,3581.809330426477
208940,38854,2023-07-30,8,205.1968873754828,UAE,Bags,1641.5750990038623
924926,16256,2023-11-19,8,1883.774216193811,UK,T-shirt,15070.193729550489
365517,86256,2023-06-01,1,558.2994459960984,UAE,Watch,558.2994459960984
767521,43937,2023-01-05,5,1714.0256703370114,USA,Perfume,8570.128351685056
721820,11651,2023-07-14,7,1733.8083284024956,UK,Bags,12136.658298817469
979090,60288,2023-10-10,6,1556.4190539369617,USA,Watch,9338.51432362177
485777,94730,2023-04-23,5,379.22553297251164,India,Shoes,1896.1276648625583
724674,35051,2023-09-28,8,1652.5128455456907,USA,T-shirt,13220.102764365525
651638,37386,2023-06-12,3,1550.038590521094,USA,Perfume,4650.115771563282
717296,85054,2023-04-15,6,1213.6098307071234,UAE,Bags,7281.65898424274
980729,26184,2023-06-30,5,707.5439685794579,India,Shoes,3537.7198428972897
649639,43787,2023-02-13,8,561.891778319761,UAE,Watch,4495.134226558088
712956,31621,2023-10-09,4,287.68396355669995,India,T-shirt,1150.7358542267998
738873,85564,2023-06-24,8,1044.0262804566992,India,Watch,8352.210243653593
437497,87984,2023-06-11,2,1191.2587072442007,USA,Watch,2382.5174144884013
307869,69792,2023-12-17,9,750.7110315057851,UAE,Bags,6756.399283552066
165953,55253,2023-12-06,9,976.9501819776937,USA,Shoes,8792.551637799243
943890,44051,2023-05-20,6,758.8531918700701,USA,Perfume,4553.1191512204205
600328,59811,2023-05-12,4,1299.9618117753676,USA,Bags,5199.84724710147
906790,40447,2023-03-28,4,1807.4554552032985,India,T-shirt,7229.821820813194
103267,93930,2023-06-25,6,369.6445109915425,UAE,Watch,2217.867065949255
182745,40254,2023-07-02,5,793.7471793110907,UAE,T-shirt,3968.7358965554536
976020,94045,2023-05-09,6,324.6937777041796,USA,Bags,1948.1626662250774
924945,67418,2023-09-03,7,1268.6403522952724,India,Bags,8880.482466066907
257164,24472,2023-03-30,7,1471.2974935027617,UAE,Perfume,10299.082454519332
635626,13471,2023-03-07,9,1867.229828565039,UK,Watch,16805.068457085352
231484,18329,2023-06-07,8,593.8002562088816,UAE,Bags,4750.402049671053
631831,44865,2023-05-29,6,1902.911851437589,USA,T-shirt,11417.471108625534
992323,56850,2023-12-06,6,173.36221005031587,UK,Perfume,1040.1732603018952
160692,64220,2023-04-26,5,1225.877033560947,India,T-shirt,6129.385167804735
320156,16397,2023-08-02,1,161.40880271949345,UK,Watch,161.40880271949345
323992,45525,2023-10-21,9,1792.8596661357924,UK,Perfume,16135.73699522213
616771,63072,2023-09-10,9,1083.1276612866054,USA,Perfume,9748.14895157945
930857,93820,2023-05-23,9,1355.2292839874524,UAE,Perfume,12197.06355588707
663044,94530,2023-09-07,8,1671.5691555253825,India,Shoes,13372.55324420306
643176,33284,2023-10-29,3,343.10571384373907,UK,Perfume,1029.3171415312172
791095,71330,2023-01-25,1,125.25354577936099,USA,T-shirt,125.25354577936099
933727,93369,2023-10-04,8,1763.8182345300618,UAE,T-shirt,14110.545876240494
214352,35122,2023-03-11,7,664.1197935449184,UK,Watch,4648.838554814429
969474,80553,2023-04-23,5,301.5088704579723,USA,Bags,1507.5443522898615
185999,91906,2023-12-29,7,963.4994123198187,USA,Bags,6744.495886238731
117955,72812,2023-04-22,4,1216.6968476072366,USA,Shoes,4866.787390428946
924273,17999,2023-12-30,9,110.39267667389474,India,Perfume,993.5340900650526
170640,32436,2023-10-30,2,586.046533601321,UAE,Shoes,1172.093067202642
296582,52963,2023-04-01,9,113.95975483994722,UK,Watch,1025.637793559525
844086,12096,2023-01-18,9,869.654008931223,UAE,Watch,7826.886080381007
500573,35279,2023-05-29,5,1795.4450566791763,UAE,Bags,8977.225283395881
525695,36201,2023-08-15,1,1966.17220241246,UK,Watch,1966.17220241246
161476,29715,2023-08-02,7,1292.2427293320736,UAE,Perfume,9045.699105324515
406955,39309,2023-12-26,4,365.193502879954,India,T-shirt,1460.774011519816
267280,25078,2023-05-31,9,1816.4063104986462,UK,Watch,16347.656794487815
775510,66614,2023-07-11,6,1056.683255240118,UK,Shoes,6340.099531440707
695468,15105,2023-02-09,3,349.81115860069025,USA,Perfume,1049.4334758020707
798646,12839,2023-08-30,6,1847.3670054307397,UAE,Watch,11084.202032584439
737144,78920,2023-05-18,6,1527.064648910051,UK,Watch,9162.387893460305
954882,53619,2023-12-11,5,1476.8252818101455,UK,Perfume,7384.1264090507275
514568,52821,2023-06-29,2,1432.902372399089,India,Watch,2865.804744798178
286141,23493,2023-07-19,2,440.66265113806253,USA,T-shirt,881.3253022761251
998320,27069,2023-07-22,7,461.4630488296758,UK,Bags,3230.241341807731
734736,17531,2023-03-02,2,1392.1713469331473,India,Perfume,2784.3426938662947
638685,47051,2023-07-11,6,478.4593627152739,UK,Shoes,2870.7561762916434
278031,17736,2023-01-05,5,905.4098087659453,UK,Watch,4527.0490438297265
219180,17710,2023-08-25,4,1574.9035599081858,UK,Bags,6299.614239632743
166234,77155,2023-06-30,7,1578.7074102907898,India,Shoes,11050.951872035528
664242,23975,2023-11-07,8,933.8604564254263,UAE,Shoes,7470.88365140341
278352,72424,2023-02-06,4,1594.770379636728,UK,T-shirt,6379.081518546912
179459,55603,2023-02-25,1,1685.3125025862107,UK,Bags,1685.3125025862107
509995,33252,2023-08-25,1,1326.8127150043074,UAE,Perfume,1326.8127150043074
295004,90797,2023-12-24,1,495.4304120014193,UK,Bags,495.4304120014193
566152,11431,2023-12-15,1,584.3229717518177,USA,Bags,584.3229717518177
825256,84603,2023-07-16,5,663.9402530470339,UK,Shoes,3319.7012652351696
159163,47481,2023-03-14,4,277.7680100812064,USA,T-shirt,1111.0720403248256
575853,19557,2023-02-28,9,582.661259721393,UAE,T-shirt,5243.951337492537
151934,84971,2023-08-28,3,458.5624874094376,India,Bags,1375.6874622283128
820255,10162,2023-01-02,7,937.8910621267743,UAE,Bags,6565.23743488742
525523,44742,2023-12-26,8,1821.4532183509166,UK,Watch,14571.625746807333
940530,29675,2023-07-07,6,253.73661767021827,USA,Shoes,1522.4197060213096
554137,83997,2023-11-03,1,1454.5224516974213,India,Perfume,1454.5224516974213
105486,27015,2023-01-30,8,1390.201858605599,UK,Perfume,11121.614868844792
239407,60057,2023-09-24,3,236.72068739354742,India,T-shirt,710.1620621806422
973332,42591,2023-04-18,8,1849.01618956631,India,Shoes,14792.12951653048
750308,19833,2023-11-28,4,1158.5207942057982,UK,T-shirt,4634.083176823193
727083,17896,2023-03-31,8,759.2647662145843,UAE,Perfume,6074.118129716674
320184,42972,2023-07-24,1,1525.250237815848,UK,Bags,1525.250237815848
766490,59733,2023-08-08,3,551.8626438831864,UK,Shoes,1655.587931649559
449652,51800,2023-04-04,6,1402.3441822403247,UAE,Shoes,8414.065093441948
861315,15347,2023-04-13,9,127.43685476588207,USA,Watch,1146.9316928929386
742612,69063,2023-08-11,2,1686.8456733380804,UK,Bags,3373.6913466761607
422710,12643,2023-07-05,1,923.9331516915711,India,Bags,923.9331516915711
297775,50785,2023-07-03,3,1291.5511829979864,UK,T-shirt,3874.6535489939592
389336,28681,2023-06-11,4,481.41374862303314,UK,Shoes,1925.6549944921326
887494,60026,2023-09-04,5,1370.2937396839736,India,T-shirt,6851.468698419868
708364,25892,2023-01-31,3,1555.8685379918893,UAE,Bags,4667.605613975667
189780,57299,2023-02-21,2,972.7657144245775,USA,Watch,1945.531428849155
252617,27073,2023-12-11,2,1254.567501920499,USA,Shoes,2509.135003840998
645977,40682,2023-03-17,7,939.8355514536772,India,Bags,6578.848860175741
897606,24289,2023-10-05,9,1793.4781700527988,UAE,Watch,16141.303530475188
450605,17927,2023-02-09,2,1020.8449020029224,UK,Perfume,2041.6898040058447
989465,58330,2023-04-11,7,1691.5269826061967,UK,Bags,11840.688878243378
633636,76707,2023-04-21,7,1612.6365136269847,UK,Perfume,11288.455595388892
138102,87454,2023-11-17,7,850.4844016292952,UK,T-shirt,5953.390811405066
174460,75428,2023-09-06,3,498.6647591220763,UK,Perfume,1495.994277366229
464778,60601,2023-07-10,7,841.8601584915534,India,Bags,5893.021109440874
189930,87465,2023-07-01,1,1661.1238827616792,UK,Perfume,1661.1238827616792
631089,12539,2023-12-01,1,493.8834448478151,UK,Shoes,493.8834448478151
727438,32669,2023-07-28,5,1072.6508744226112,UAE,Bags,5363.254372113056
827627,80968,2023-01-22,2,1621.8886585234577,UK,Watch,3243.7773170469154
279208,30644,2023-06-15,9,739.2810765003386,USA,Perfume,6653.5296885030475
254697,28745,2023-04-09,7,1302.3087921552599,India,Shoes,9116.16154508682
313945,38228,2023-07-27,4,528.9815693951883,India,T-shirt,2115.9262775807533
331915,44521,2023-01-08,4,263.09491846791184,India,T-shirt,1052.3796738716474
827952,36928,2023-07-09,2,1599.0492389310698,USA,Perfume,3198.0984778621396
308124,28322,2023-06-24,5,242.9888156469783,UK,T-shirt,1214.9440782348915
537477,67714,2023-09-30,4,579.19372040519,India,Watch,2316.77488162076
625830,97896,2023-01-17,1,1717.4633728950082,USA,Bags,1717.4633728950082
383821,72292,2023-03-31,8,725.6151098034011,UAE,Shoes,5804.920878427209
277804,39055,2023-05-21,3,1947.4384315526142,UK,Perfume,5842.315294657843
805703,52891,2023-05-25,6,1960.4819528090266,USA,T-shirt,11762.89171685416
139081,91912,2023-06-15,4,573.1382398844355,UK,Bags,2292.552959537742
818216,16588,2023-12-03,9,129.90753338728638,UAE,Watch,1169.1678004855773
455249,16304,2023-03-19,7,1424.8734042004892,USA,T-shirt,9974.113829403424
319930,17345,2023-09-19,9,929.4236801642703,UK,T-shirt,8364.813121478433
905497,39300,2023-06-12,3,246.46804572117375,USA,Shoes,739.4041371635212
617313,34259,2023-01-14,1,1429.6694970071835,India,Watch,1429.6694970071835
314532,98553,2023-08-27,5,110.79107276824638,UK,Watch,553.9553638412319
712380,25352,2023-03-13,3,1746.8835464598722,USA,Perfume,5240.650639379616
619332,43365,2023-05-23,6,320.3724317709423,India,Shoes,1922.2345906256537
416837,29446,2023-11-06,8,298.2581635561138,UAE,Perfume,2386.0653084489104
389106,12336,2023-10-10,4,392.56098103873984,UK,Shoes,1570.2439241549594
128295,72032,2023-09-26,5,1922.5193990595299,UK,Watch,9612.596995297648
113807,85415,2023-08-29,5,1401.6802524949996,UAE,Shoes,7008.4012624749985
535564,17521,2023-09-02,4,1612.6744941540917,India,Shoes,6450.697976616367
257504,81707,2023-06-12,4,825.3882221788684,UAE,Shoes,3301.5528887154737
338067,33481,2023-03-01,4,705.8098186346633,UK,Bags,2823.2392745386533
585008,28474,2023-01-06,4,507.24381322718136,USA,Bags,2028.9752529087255
792440,56760,2023-07-16,4,987.2636552091974,India,Watch,3949.0546208367896
494540,65718,2023-02-27,5,1126.0660303916286,India,Shoes,5630.330151958143
977699,54629,2023-11-01,2,1281.960945122873,India,Watch,2563.921890245746
617923,55232,2023-08-05,2,551.3810827974544,UAE,Bags,1102.7621655949088
266981,96544,2023-01-26,9,1899.8754577608318,UAE,Shoes,17098.879119847486
844699,77169,2023-10-30,2,381.0290715039149,USA,Perfume,762.0581430078298
119870,60669,2023-01-05,6,1933.023690794504,USA,Bags,11598.142144767025
303196,88021,2023-01-20,2,78.96943888963239,India,Bags,157.93887777926477
348683,79184,2023-07-17,5,988.1950990428489,USA,Bags,4940.975495214245
334677,57945,2023-02-28,4,700.0672843272974,UAE,Shoes,2800.26913730919
126790,23140,2023-08-30,7,925.7906571639891,USA,T-shirt,6480.534600147924
743162,93457,2023-05-26,7,1162.7959290125386,UAE,Perfume,8139.571503087771
911721,24357,2023-09-30,6,899.3988581247826,USA,Perfume,5396.393148748695
548345,78673,2023-09-06,5,858.9513580881102,UK,Watch,4294.7567904405505
849074,75633,2023-01-14,1,1478.8106600559477,UAE,Shoes,1478.8106600559477
587462,86943,2023-01-13,3,1387.4587364186061,UK,Bags,4162.376209255818
639773,88258,2023-02-13,9,1674.8789999699034,UAE,T-shirt,15073.91099972913
930914,22924,2023-01-19,1,537.4200134170163,USA,Shoes,537.4200134170163
186188,79286,2023-03-04,5,1238.580594020424,UK,Shoes,6192.902970102121
629036,84071,2023-08-27,2,1191.129831516065,USA,T-shirt,2382.25966303213
842129,67326,2023-12-03,4,770.9887312017431,UAE,Bags,3083.9549248069725
764795,40651,2023-04-10,1,997.8122067102278,UK,Shoes,997.8122067102278
890141,80202,2023-06-12,3,661.875179446171,India,Perfume,1985.6255383385133
748249,58777,2023-05-02,7,326.5965753531211,USA,Perfume,2286.176027471848
130355,26994,2023-02-13,3,466.912360792329,UAE,T-shirt,1400.737082376987
811131,77263,2023-12-26,4,255.75161048234213,UK,Bags,1023.0064419293685
551015,69634,2023-11-13,2,1381.985671620742,USA,T-shirt,2763.971343241484
506332,20800,2023-05-25,3,1338.4184165628456,UK,Shoes,4015.2552496885364
256542,47823,2023-11-23,9,1903.682424580752,USA,Perfume,17133.141821226767
273416,73878,2023-12-29,3,1472.8729066121205,USA,Watch,4418.618719836361
405062,28708,2023-02-19,5,151.48938557445632,USA,T-shirt,757.4469278722815
938656,22819,2023-03-06,2,1774.2780891614607,UK,Watch,3548.5561783229214
663586,84905,2023-12-21,4,1732.2165677441653,UK,Watch,6928.866270976661
601708,73870,2023-10-15,7,914.4746255067624,USA,Perfume,6401.322378547337
966651,19283,2023-06-13,7,1192.432948529447,India,T-shirt,8347.030639706129
161629,40573,2023-05-21,3,1953.3527483214118,India,Watch,5860.058244964235
428184,88707,2023-11-10,5,1087.9935095039243,India,Shoes,5439.967547519622
592734,40933,2023-05-08,1,1815.377565333375,UAE,Bags,1815.377565333375
855195,15774,2023-08-27,1,211.92557772986356,India,Bags,211.92557772986356
390160,82055,2023-11-20,5,422.55114398193155,UK,Perfume,2112.7557199096577
648248,20983,2023-10-23,9,909.4721397105698,India,T-shirt,8185.249257395128
920023,28133,2023-07-06,1,1190.2757762577442,UK,T-shirt,1190.2757762577442
313920,24939,2023-07-27,1,1641.6443111324604,UAE,Bags,1641.6443111324604
989765,10781,2023-08-08,4,1977.1111245292143,UK,Shoes,7908.444498116857
342804,66700,2023-07-09,4,808.2604181245271,UK,Bags,3233.0416724981083
476965,37624,2023-12-12,2,142.4604904731656,UK,Bags,284.9209809463312
560857,16823,2023-10-11,9,1612.2844314258834,India,T-shirt,14510.559882832951
922827,28489,2023-12-18,9,1228.5424022114757,USA,Watch,11056.88161990328
604492,49961,2023-08-25,2,437.15857479299325,UK,Shoes,874.3171495859865
753983,39118,2023-07-13,9,1014.9154904117693,India,T-shirt,9134.239413705924
515916,91816,2023-10-14,6,1497.5049787907626,India,Bags,8985.029872744575
921052,32263,2023-09-16,8,1552.3029847838554,India,Watch,12418.423878270843
858574,23565,2023-09-03,4,1024.2559033975858,USA,Shoes,4097.023613590343
228148,30354,2023-05-16,2,645.1683337512753,USA,Perfume,1290.3366675025507
906991,52951,2023-10-07,2,1948.7980349750624,USA,Shoes,3897.5960699501247
586261,33648,2023-09-28,9,1343.557091365161,USA,Shoes,12092.01382228645
455540,60729,2023-06-20,1,846.0631627252825,UAE,Bags,846.0631627252825
292714,51971,2023-06-08,7,596.9032871990722,USA,Bags,4178.323010393506
831899,28658,2023-07-20,3,1475.6508168569462,USA,Perfume,4426.952450570839
383876,31253,2023-02-14,3,522.257718907847,USA,Perfume,1566.773156723541
359747,74166,2023-09-21,2,384.8344784986919,UK,Perfume,769.6689569973838
715650,58563,2023-03-12,6,1083.176083476037,UK,T-shirt,6499.056500856223
523570,36390,2023-12-30,2,615.4754156560766,USA,T-shirt,1230.9508313121532
375987,98664,2023-04-13,4,1276.3650326010493,UAE,Bags,5105.460130404197
738353,61578,2023-05-05,9,279.9804160047553,UK,Bags,2519.8237440427974
958158,89025,2023-11-09,9,1327.135153906277,India,Perfume,11944.216385156495
117640,42658,2023-10-13,6,602.4282295955194,UK,T-shirt,3614.569377573116
152528,16852,2023-08-18,4,50.473722147299824,India,Watch,201.8948885891993
924845,12551,2023-05-26,7,297.5253124646439,UK,T-shirt,2082.6771872525073
359214,81947,2023-07-16,1,1870.5499867784335,USA,Bags,1870.5499867784335
939070,71001,2023-08-09,4,1741.3415462749476,UK,T-shirt,6965.3661850997905
601108,59159,2023-03-01,5,505.5376124706618,USA,Bags,2527.6880623533093
734421,61707,2023-04-08,8,1567.8252138637079,USA,Perfume,12542.601710909663
468501,43243,2023-06-20,2,1236.7146066892499,UK,Perfume,2473.4292133784998
824226,31800,2023-06-22,5,1943.2641873272455,India,Perfume,9716.320936636228
250159,85939,2023-05-31,6,778.5310360914152,India,Watch,4671.186216548491
272502,67828,2023-12-16,5,1378.848194408484,UK,Watch,6894.24097204242
255576,17239,2023-05-02,9,173.89465872664124,USA,Bags,1565.051928539771
965291,16710,2023-04-18,1,822.6823262919916,India,Shoes,822.6823262919916
986089,31384,2023-01-04,3,1929.444439316952,UAE,Watch,5788.333317950855
111023,31038,2023-04-03,2,1101.0127051777351,USA,Bags,2202.0254103554703
645735,50846,2023-01-06,3,611.365031502947,UK,T-shirt,1834.095094508841
488043,97983,2023-10-15,9,284.52837810078336,USA,Perfume,2560.75540290705
386103,77821,2023-04-16,9,1421.8802633539844,UAE,Perfume,12796.922370185861
166203,47991,2023-05-26,2,1307.4692846879673,UAE,Perfume,2614.9385693759345
260775,89057,2023-09-28,3,779.1804915273605,India,Bags,2337.5414745820813
109337,16971,2023-04-06,4,1904.335636138377,UAE,Perfume,7617.342544553508
670715,39139,2023-08-17,9,93.29548532630812,USA,Watch,839.6593679367732
614723,95445,2023-07-21,3,642.2615106820604,India,T-shirt,1926.784532046181
423673,87067,2023-07-31,7,1846.0854982841838,UAE,Perfume,12922.598487989286
464167,90257,2023-01-06,3,675.8241047229087,India,Bags,2027.4723141687261
446809,94742,2023-04-22,7,541.8930260175823,India,T-shirt,3793.2511821230764
730075,47711,2023-11-19,7,1091.7297993659322,UK,Perfume,7642.108595561525
787281,16530,2023-04-16,9,1656.413412345049,India,Shoes,14907.720711105441
395451,21116,2023-05-19,2,251.13618371280407,India,Perfume,502.27236742560814
520571,75794,2023-10-26,6,1888.8903838091856,UAE,Watch,11333.342302855113
227016,10282,2023-04-06,9,1600.3921183032699,USA,T-shirt,14403.529064729428
891267,89473,2023-12-03,2,403.4379983255263,USA,Watch,806.8759966510526
644447,11898,2023-10-24,2,1438.4155243364173,UAE,Shoes,2876.8310486728346
597562,14135,2023-08-02,5,800.6695091432365,USA,Shoes,4003.3475457161826
802965,16629,2023-10-18,8,834.4746222488214,India,Watch,6675.796977990572
483934,95120,2023-01-22,9,1577.4156802557895,UK,T-shirt,14196.741122302106
992048,99087,2023-07-12,2,1927.4303755624278,India,Shoes,3854.8607511248556
965184,75031,2023-05-30,5,296.97895205202815,India,Shoes,1484.8947602601406
417428,43380,2023-09-04,7,870.2289619136978,UK,Perfume,6091.602733395885
419187,27071,2023-09-24,6,987.8361357643919,UAE,Bags,5927.016814586352
790907,30074,2023-09-08,6,783.8080430622454,India,Shoes,4702.848258373472
983439,77843,2023-01-03,7,758.2187912466388,India,T-shirt,5307.531538726472
182844,49901,2023-11-12,3,151.92390174511326,UAE,T-shirt,455.77170523533977
651820,21205,2023-03-17,3,1386.8003100971155,India,Perfume,4160.400930291346
265421,65661,2023-03-28,9,900.6181133840885,India,T-shirt,8105.563020456796
222402,15906,2023-09-27,8,429.8479151556572,USA,Perfume,3438.7833212452574
218012,12591,2023-08-13,5,1641.2653294890333,UAE,Shoes,8206.326647445167
538661,72987,2023-01-18,6,1614.9934588956744,India,Shoes,9689.960753374045
498929,73370,2023-04-23,1,998.4636747733429,India,Shoes,998.4636747733429
680466,90685,2023-09-08,1,631.978789238133,UK,Shoes,631.978789238133
673695,64400,2023-08-21,4,1294.2808153030821,UK,Bags,5177.1232612123285
563556,35150,2023-11-25,2,611.896664765936,UK,Bags,1223.793329531872
675278,41852,2023-10-06,7,510.2154641312385,India,Shoes,3571.5082489186693
229473,52870,2023-07-21,2,1474.503575351337,India,T-shirt,2949.007150702674
578007,62756,2023-03-24,2,128.63421745585387,UK,Perfume,257.26843491170774
944573,66481,2023-05-05,5,234.79851851745823,USA,Watch,1173.9925925872913
517009,11283,2023-06-24,4,63.236939346000064,USA,Perfume,252.94775738400025
418714,43691,2023-03-10,8,348.23921362708097,USA,Watch,2785.9137090166478
326156,11125,2023-02-16,4,184.53051698539593,USA,Watch,738.1220679415837
268964,77065,2023-09-13,6,1991.8146171708413,UAE,Shoes,11950.887703025048
625303,36170,2023-08-03,5,613.1794414104747,UK,Watch,3065.8972070523737
161813,18438,2023-01-30,2,341.0726247050322,India,Shoes,682.1452494100644
127712,30095,2023-10-08,8,519.94270309204,UK,Bags,4159.54162473632
724785,26154,2023-08-25,2,1875.4448645032626,USA,T-shirt,3750.889729006525
867214,18004,2023-09-05,9,1064.3124348975716,India,Watch,9578.811914078145
212816,19752,2023-01-25,9,761.395287800321,UAE,T-shirt,6852.557590202889
228778,65426,2023-03-15,3,1753.1133429229778,UK,Shoes,5259.340028768934
686580,36819,2023-07-25,4,820.2310275706133,India,Watch,3280.924110282453
385977,34217,2023-11-10,8,703.2667114175068,India,Perfume,5626.133691340055
235230,98708,2023-04-04,9,454.2009189719843,USA,Bags,4087.808270747859
818040,42994,2023-05-07,3,786.7038066233524,USA,Bags,2360.111419870057
906741,25036,2023-01-25,5,667.5344942330057,UK,Watch,3337.6724711650286
369114,87275,2023-11-30,8,1370.742720631375,UAE,Bags,10965.941765051
434618,59416,2023-12-21,3,614.6862741079178,India,Perfume,1844.0588223237535
932972,19587,2023-04-26,7,1175.5395055239949,USA,T-shirt,8228.776538667964
251456,10645,2023-02-17,8,178.48972181234677,UK,Perfume,1427.9177744987742
904449,40930,2023-08-14,3,423.01385555820303,USA,Bags,1269.0415666746092
962312,91835,2023-09-23,2,844.4402796421301,UK,T-shirt,1688.8805592842602
205570,40090,2023-04-09,7,1877.0510451219561,USA,Perfume,13139.357315853693
370846,97489,2023-01-11,9,785.641372145606,UAE,Shoes,7070.772349310455
100404,62142,2023-03-26,1,1344.9445363396765,India,Shoes,1344.9445363396765
803286,36475,2023-08-02,3,547.4200837217263,USA,T-shirt,1642.260251165179
374907,28888,2023-06-22,5,297.71547314780184,India,T-shirt,1488.577365739009
773744,53732,2023-07-28,3,164.14637015609776,UK,T-shirt,492.4391104682933
815460,91623,2023-03-05,1,645.5563221583651,UAE,Shoes,645.5563221583651
984574,56305,2023-09-15,7,357.43900225397056,India,Perfume,2502.073015777794
765220,56037,2023-11-28,7,389.3203736314422,USA,T-shirt,2725.2426154200953
335365,19346,2023-05-01,8,1533.4806513545525,India,Shoes,12267.84521083642
442786,10587,2023-10-25,5,80.88423834250472,India,T-shirt,404.4211917125236
150612,22763,2023-02-23,5,1137.729745184097,UK,T-shirt,5688.648725920485
910006,69165,2023-11-27,5,789.9496921572563,UAE,T-shirt,3949.7484607862816
909956,79615,2023-09-29,1,1037.7724998216672,UAE,Shoes,1037.7724998216672
300244,46116,2023-08-29,5,1147.5189625684757,India,Perfume,5737.594812842379
897348,95751,2023-08-31,6,661.0670041916925,India,Shoes,3966.402025150155
104809,35556,2023-01-18,1,625.4622773593563,UK,Shoes,625.4622773593563
263273,69042,2023-07-06,7,1480.1336062030662,India,T-shirt,10360.935243421463
808690,28099,2023-12-12,1,1748.9901268362564,UK,Watch,1748.9901268362564
244528,55096,2023-05-24,2,425.5341832941294,UAE,Watch,851.0683665882588
606964,81986,2023-09-19,2,240.35658304354047,UAE,Watch,480.71316608708094
549613,23230,2023-12-30,5,1800.7018224644505,UK,Shoes,9003.509112322252
138765,39009,2023-08-27,7,732.2961541124274,India,T-shirt,5126.073078786992
931538,80969,2023-10-31,1,1125.0689117924876,UAE,Watch,1125.0689117924876
416076,43866,2023-10-25,1,751.1091318140068,USA,Bags,751.1091318140068
943523,94246,2023-03-17,1,295.3145558748,UK,Bags,295.3145558748
646237,86975,2023-07-07,6,1199.1967076480696,UAE,Bags,7195.180245888418
301152,51855,2023-11-29,2,1074.0246609507778,UAE,Perfume,2148.0493219015557
399888,91557,2023-09-03,1,445.83744042283456,UAE,T-shirt,445.83744042283456
800903,16416,2023-05-10,6,931.1446370719418,USA,Shoes,5586.867822431651
994751,82516,2023-11-11,2,1604.0476328305094,USA,Shoes,3208.095265661019
192193,65915,2023-10-10,6,1201.3309010603882,USA,T-shirt,7207.98540636233
136187,28058,2023-03-20,8,238.98878778063997,India,Perfume,1911.9103022451197
605950,86637,2023-03-13,2,1118.6419195968133,UK,T-shirt,2237.2838391936266
238311,50718,2023-09-20,9,1420.3396836146944,India,Perfume,12783.05715253225
900921,42602,2023-07-10,8,1595.771641272465,USA,Watch,12766.17313017972
608153,84658,2023-03-04,1,1276.7792783368202,UK,Watch,1276.7792783368202
289089,88112,2023-01-12,7,347.68342085452826,India,Perfume,2433.783945981698
686165,68067,2023-05-21,6,1434.8378698508134,India,T-shirt,8609.02721910488
536341,37516,2023-09-11,6,1370.816599858957,India,Watch,8224.899599153741
412066,97969,2023-02-12,6,97.63242173423478,USA,T-shirt,585.7945304054088
718362,11089,2023-01-17,6,852.9079518009742,UAE,Watch,5117.447710805845
787409,47346,2023-03-04,7,699.2529815766279,UK,T-shirt,4894.770871036395
661419,84663,2023-09-10,3,1355.3535252946047,USA,T-shirt,4066.0605758838137
740053,20487,2023-10-19,6,471.4648340062954,UK,Bags,2828.7890040377724
960395,10155,2023-01-08,3,1202.2002497998042,USA,Perfume,3606.6007493994125
731172,77494,2023-11-21,7,1830.751625537636,India,Shoes,12815.261378763453
225917,86229,2023-03-31,7,1605.714625806785,India,Perfume,11240.002380647496
910717,48547,2023-07-27,8,1846.8425856222343,UAE,T-shirt,14774.740684977874
399770,38795,2023-10-19,2,1958.0866355187454,UAE,T-shirt,3916.173271037491
798168,65296,2023-10-11,9,70.80674766201739,UK,Perfume,637.2607289581565
581680,31447,2023-04-28,5,1264.3454889360812,UAE,T-shirt,6321.727444680406
381342,46598,2023-12-15,9,855.0368256298675,UAE,Watch,7695.331430668808
639542,51814,2023-06-24,5,1726.7162561534874,UK,T-shirt,8633.581280767437
144238,85330,2023-03-17,7,541.0386689178068,USA,Perfume,3787.270682424648
101252,97960,2023-04-11,9,1963.0075037743984,UAE,Perfume,17667.067533969584
926196,73278,2023-05-31,4,1246.7305406103071,USA,Perfume,4986.9221624412285
964141,65077,2023-09-27,2,1597.3979343462204,India,Bags,3194.7958686924408
